pid,lat,lon,los_rate_mmyr,rate_sigma,seasonal_amp_mm,amp_sigma,peak_yrfrac,r2,rms_mm,coh_avg,rate_1sthalf,rate_2ndhalf,frac_postmonsoon_down,class
65433,30.88606,75.72094,-3.06,0.28,1.09,0.75,0.973,0.421,7.76,0.206,-2.75,-3.22,0.83,indeterminate
65434,30.88606,75.72194,-2.78,0.27,1.08,0.75,0.982,0.371,7.82,0.193,-2.36,-2.96,0.83,indeterminate
65435,30.88606,75.72294,-3.01,0.28,1.00,0.70,0.964,0.417,7.68,0.226,-2.50,-3.20,0.83,indeterminate
65436,30.88606,75.72394,-2.98,0.28,1.01,0.71,0.953,0.415,7.63,0.295,-2.41,-3.19,0.83,indeterminate
65437,30.88606,75.72494,-1.83,0.28,1.16,0.73,0.931,0.209,7.66,0.294,-1.32,-1.98,0.67,indeterminate
65438,30.88606,75.72594,-1.37,0.28,1.06,0.71,0.919,0.130,7.64,0.264,-0.88,-1.48,0.67,indeterminate
65439,30.88606,75.72694,-3.60,0.26,1.08,0.70,0.897,0.513,7.55,0.246,-3.15,-3.72,0.83,indeterminate
65448,30.88606,75.73594,-2.10,0.23,1.19,0.65,0.917,0.287,7.10,0.261,-2.22,-2.07,0.83,indeterminate
65449,30.88606,75.73694,-1.87,0.24,1.02,0.66,0.865,0.243,7.09,0.356,-1.86,-1.86,0.67,indeterminate
65450,30.88606,75.73794,1.00,0.23,1.15,0.63,0.804,0.112,6.92,0.355,1.31,0.97,0.33,indeterminate
65451,30.88606,75.73894,-0.32,0.23,1.32,0.68,0.791,0.026,6.80,0.335,-0.04,-0.34,0.67,elastic_dominant
65452,30.88606,75.73994,-2.05,0.23,1.42,0.69,0.783,0.308,6.63,0.291,-1.10,-2.25,0.67,indeterminate
65453,30.88606,75.74094,-1.80,0.20,1.09,0.60,0.851,0.257,6.57,0.191,-1.24,-1.92,0.83,indeterminate
65472,30.88606,75.75994,-4.37,0.19,0.91,0.54,0.995,0.759,5.34,0.151,-4.45,-4.37,0.83,indeterminate
65475,30.88606,75.76294,-1.10,0.19,1.23,0.52,0.883,0.190,4.98,0.173,-0.82,-1.14,0.67,indeterminate
65476,30.88606,75.76394,-2.90,0.21,1.00,0.58,0.009,0.601,5.12,0.190,-3.25,-2.84,0.67,indeterminate
65477,30.88606,75.76494,-1.76,0.18,1.19,0.55,0.958,0.382,4.84,0.226,-1.63,-1.82,0.67,indeterminate
65478,30.88606,75.76594,-0.91,0.19,1.02,0.55,0.972,0.146,4.85,0.267,-1.04,-0.88,0.50,indeterminate
65479,30.88606,75.76694,-1.21,0.18,1.13,0.57,0.996,0.242,4.68,0.246,-1.42,-1.19,0.50,indeterminate
65480,30.88606,75.76794,0.01,0.17,1.02,0.53,0.962,0.022,4.64,0.245,-0.02,-0.00,0.50,elastic_dominant
65481,30.88606,75.76894,0.52,0.17,1.10,0.54,0.972,0.089,4.60,0.250,0.50,0.50,0.50,elastic_dominant
65482,30.88606,75.76994,0.92,0.17,1.04,0.54,0.966,0.190,4.57,0.249,0.90,0.90,0.33,indeterminate
65483,30.88606,75.77094,0.93,0.17,0.99,0.52,0.964,0.194,4.53,0.271,0.87,0.93,0.33,indeterminate
65484,30.88606,75.77194,1.23,0.17,0.98,0.52,0.960,0.291,4.46,0.321,1.15,1.23,0.33,indeterminate
