pid,lat,lon,los_rate_mmyr,rate_sigma,seasonal_amp_mm,amp_sigma,peak_yrfrac,r2,rms_mm,coh_avg,rate_1sthalf,rate_2ndhalf,frac_postmonsoon_down,class
105164,31.43783,74.25228,-0.30,0.68,1.32,1.15,0.079,0.012,9.43,0.497,2.17,-0.50,0.00,elastic_dominant
105165,31.43783,74.25328,-0.33,0.65,1.25,1.12,0.074,0.012,9.33,0.467,2.21,-0.74,0.00,elastic_dominant
105166,31.43783,74.25428,-0.19,0.64,1.22,1.11,0.070,0.010,9.26,0.440,2.10,-0.34,0.00,elastic_dominant
105167,31.43783,74.25528,-0.20,0.58,1.16,1.04,0.074,0.010,9.02,0.234,1.92,-0.30,0.00,elastic_dominant
105168,31.43783,74.25628,-0.27,0.56,1.13,1.02,0.070,0.010,8.93,0.156,1.68,-0.23,0.00,elastic_dominant
105169,31.43783,74.25728,-0.02,0.58,1.05,1.03,0.060,0.007,8.93,0.222,1.91,0.01,0.00,elastic_dominant
105170,31.43783,74.25828,0.10,0.61,1.04,1.05,0.057,0.006,9.00,0.294,1.93,0.26,0.00,elastic_dominant
105171,31.43783,74.25928,0.16,0.62,0.98,1.06,0.048,0.006,9.02,0.355,2.04,0.23,0.00,elastic_dominant
105172,31.43783,74.26028,0.44,0.59,0.93,1.04,0.036,0.007,8.88,0.443,2.16,0.60,0.00,elastic_dominant
105173,31.43783,74.26128,0.73,0.59,0.91,1.05,0.020,0.012,8.84,0.431,2.27,1.04,0.00,indeterminate
105174,31.43783,74.26228,0.60,0.61,0.88,1.07,0.012,0.009,8.87,0.388,2.19,0.85,0.00,indeterminate
105175,31.43783,74.26328,0.81,0.64,0.91,1.10,0.008,0.014,8.98,0.371,2.22,1.33,0.00,indeterminate
105176,31.43783,74.26428,0.81,0.70,0.91,1.15,0.014,0.013,9.27,0.402,2.19,1.50,0.00,indeterminate
105177,31.43783,74.26528,0.79,0.66,0.92,1.12,0.004,0.013,9.01,0.470,2.07,1.51,0.00,indeterminate
105178,31.43783,74.26628,1.06,0.57,0.87,1.03,0.000,0.023,8.52,0.516,2.28,1.71,0.00,indeterminate
105179,31.43783,74.26728,1.05,0.55,0.86,1.00,0.999,0.023,8.37,0.565,2.18,1.77,0.00,indeterminate
105180,31.43783,74.26828,1.04,0.51,0.86,0.97,0.999,0.023,8.20,0.595,2.08,1.79,0.00,indeterminate
105181,31.43783,74.26928,1.06,0.47,0.84,0.93,0.002,0.025,8.00,0.610,1.95,1.95,0.00,indeterminate
105182,31.43783,74.27028,1.05,0.45,0.85,0.91,0.004,0.025,7.92,0.646,1.93,1.93,0.00,indeterminate
105183,31.43783,74.27128,0.95,0.44,0.87,0.90,0.006,0.022,7.88,0.636,1.82,1.86,0.00,indeterminate
105184,31.43783,74.27228,0.85,0.43,0.85,0.90,0.008,0.018,7.83,0.599,1.74,1.73,0.00,indeterminate
105185,31.43783,74.27328,0.63,0.42,0.83,0.89,0.016,0.012,7.79,0.606,1.63,1.44,0.00,indeterminate
105186,31.43783,74.27428,0.43,0.44,0.84,0.90,0.018,0.008,7.82,0.597,1.52,1.20,0.00,indeterminate
105187,31.43783,74.27528,0.31,0.47,0.89,0.92,0.013,0.007,7.92,0.624,1.37,1.19,0.00,elastic_dominant
105188,31.43783,74.27628,0.18,0.48,0.99,0.94,0.019,0.007,7.97,0.643,1.24,1.19,0.00,elastic_dominant
105189,31.43783,74.27728,-0.21,0.48,0.95,0.94,0.021,0.008,7.97,0.641,1.00,0.61,0.00,elastic_dominant
105190,31.43783,74.27828,-0.09,0.48,1.01,0.93,0.027,0.008,7.93,0.605,1.00,0.87,0.00,elastic_dominant
105191,31.43783,74.27928,-0.55,0.47,1.08,0.91,0.039,0.018,7.86,0.528,0.37,0.69,0.00,indeterminate
105192,31.43783,74.28028,-0.80,0.45,1.03,0.91,0.036,0.025,7.82,0.387,0.30,0.18,0.50,indeterminate
105193,31.43783,74.28128,-1.16,0.44,0.96,0.92,0.024,0.039,7.79,0.347,0.20,-0.56,0.50,indeterminate
105194,31.43783,74.28228,-1.35,0.41,1.07,0.90,0.028,0.053,7.72,0.388,-0.26,-0.41,0.50,indeterminate
105195,31.43783,74.28328,-1.46,0.38,1.08,0.89,0.026,0.059,7.71,0.469,-0.37,-0.57,0.50,indeterminate
105196,31.43783,74.28428,-2.03,0.38,0.99,0.90,0.022,0.097,7.72,0.536,-0.65,-1.50,1.00,indeterminate
105197,31.43783,74.28528,-3.04,0.37,1.03,0.90,0.039,0.185,7.73,0.568,-1.19,-2.95,1.00,indeterminate
